transaction_id,customer_id,timestamp,amount,transaction_type,merchant_category,location,device_type,account_age_days,transaction_frequency,previous_transaction_amount,distance_from_usual_location,is_fraud
TXN-100660,CUST-1070,2025-01-27 15:42:46,2519.2,POS / In-Store,Healthcare & Medical,Ahmedabad,Desktop Web Browser,368,1,2147.52,11.78,0
TXN-101041,CUST-1025,2025-01-27 17:32:07,1158.6,UPI Transfer,Healthcare & Medical,Kolkata,Trusted Mobile App (Android),1331,2,1465.85,45.76,0
TXN-100794,CUST-1155,2025-01-27 18:29:52,2447.45,UPI Transfer,Utilities & Bills,Hyderabad,Trusted Mobile App (iOS),240,2,3806.31,13.45,0
TXN-100591,CUST-1198,2025-01-27 19:11:03,790.1,POS / In-Store,Grocery & Supermarkets,Jaipur,Trusted Mobile App (Android),1655,3,301.0,6.98,0
TXN-100162,CUST-1197,2025-01-27 20:23:39,922.89,UPI Transfer,Grocery & Supermarkets,Pune,Mobile Web Browser,467,3,1309.54,44.67,0
TXN-101152,CUST-1214,2025-01-28 04:35:15,110268.14,ATM Withdrawal,Crypto & Digital Assets,Jaipur,New Emulated Device,220,11,935.88,477.77,1
TXN-100961,CUST-1237,2025-01-28 06:31:53,1517.47,UPI Transfer,Healthcare & Medical,Ahmedabad,Desktop Web Browser,481,3,1781.68,22.18,0
TXN-100474,CUST-1187,2025-01-28 07:24:36,2062.68,Online,Grocery & Supermarkets,Pune,Trusted Mobile App (Android),854,2,2129.68,12.11,0
TXN-100202,CUST-1128,2025-01-28 14:16:18,609.85,Online,Healthcare & Medical,Delhi,Desktop Web Browser,466,3,1042.94,13.02,0
TXN-100058,CUST-1220,2025-01-29 02:17:41,1903.04,Online,Dining & Food,Ahmedabad,Trusted Mobile App (Android),560,1,1034.52,14.47,0
TXN-101161,CUST-1212,2025-01-29 03:05:53,223903.87,ATM Withdrawal,Crypto & Digital Assets,Bengaluru,New Emulated Device,110,11,965.44,443.68,1
TXN-100512,CUST-1017,2025-01-29 07:21:40,338.72,UPI Transfer,Dining & Food,Jaipur,Desktop Web Browser,970,3,515.41,66.33,0
TXN-100496,CUST-1223,2025-01-29 08:26:09,2106.73,POS / In-Store,Dining & Food,Hyderabad,Desktop Web Browser,930,1,2220.1,13.28,0
TXN-100939,CUST-1072,2025-01-29 11:11:03,918.69,UPI Transfer,Healthcare & Medical,Pune,Trusted Mobile App (iOS),1134,3,1232.73,6.67,0
TXN-100080,CUST-1027,2025-01-29 12:38:46,1295.59,POS / In-Store,Healthcare & Medical,Kolkata,Trusted Mobile App (iOS),1402,2,741.32,13.79,0
TXN-100664,CUST-1056,2025-01-29 13:17:01,1209.97,UPI Transfer,Utilities & Bills,Bengaluru,Trusted Mobile App (Android),36,3,1297.85,4.95,0
TXN-100184,CUST-1135,2025-01-29 15:52:45,1214.11,UPI Transfer,Healthcare & Medical,Jaipur,Trusted Mobile App (Android),1388,3,2053.42,14.41,0
TXN-100550,CUST-1068,2025-01-29 20:00:50,2096.69,UPI Transfer,Grocery & Supermarkets,Delhi,Desktop Web Browser,1598,1,1037.49,14.45,0
TXN-101177,CUST-1024,2025-01-30 03:00:05,215171.58,Wire Transfer,Electronics & Gadgets,Jaipur,Unknown Device,719,11,617.57,236.31,1
TXN-101095,CUST-1075,2025-01-30 03:20:43,2007.73,POS / In-Store,Utilities & Bills,Kolkata,Trusted Mobile App (Android),1089,1,1594.09,11.16,0
TXN-101144,CUST-1082,2025-01-30 04:04:38,142831.19,Online,Electronics & Gadgets,Delhi,Unknown Device,107,6,1592.41,347.64,1
TXN-100293,CUST-1107,2025-01-30 10:59:01,1366.3,POS / In-Store,Utilities & Bills,Ahmedabad,Trusted Mobile App (iOS),418,2,865.17,14.14,0
TXN-100833,CUST-1138,2025-01-30 12:16:36,1777.21,POS / In-Store,Healthcare & Medical,Jaipur,Trusted Mobile App (iOS),587,1,1296.4,5.85,0
TXN-101117,CUST-1121,2025-01-30 12:46:45,802.2,Online,Dining & Food,Kochi,Desktop Web Browser,1100,1,363.78,2.81,0
TXN-100657,CUST-1062,2025-01-30 16:54:12,720.41,Online,Dining & Food,Jaipur,Trusted Mobile App (iOS),1256,2,1481.68,6.08,0
TXN-100374,CUST-1150,2025-01-30 18:51:43,631.15,Online,Dining & Food,Jaipur,Trusted Mobile App (iOS),1739,3,535.13,8.0,0
TXN-100884,CUST-1211,2025-01-30 20:24:18,603.99,Online,Grocery & Supermarkets,Pune,Trusted Mobile App (iOS),390,3,589.56,11.06,0
TXN-101129,CUST-1011,2025-01-31 07:14:08,334.83,POS / In-Store,Grocery & Supermarkets,Mumbai,Trusted Mobile App (iOS),1459,2,226.31,12.54,0
TXN-100519,CUST-1039,2025-01-31 07:39:04,544.7,POS / In-Store,Utilities & Bills,Pune,Desktop Web Browser,969,2,628.26,2.29,0
TXN-100947,CUST-1029,2025-01-31 08:38:15,656.07,UPI Transfer,Healthcare & Medical,Delhi,Desktop Web Browser,1330,3,607.71,9.31,0
TXN-100269,CUST-1060,2025-01-31 14:17:19,833.54,Online,Healthcare & Medical,Kochi,Trusted Mobile App (iOS),343,2,913.58,14.35,0
TXN-100448,CUST-1136,2025-01-31 15:34:15,112.97,UPI Transfer,Dining & Food,Delhi,Trusted Mobile App (iOS),571,1,217.7,0.51,0
TXN-100043,CUST-1140,2025-01-31 18:37:11,884.9,UPI Transfer,Utilities & Bills,Kolkata,Trusted Mobile App (iOS),1437,1,1079.72,17.34,0
TXN-100335,CUST-1165,2025-01-31 22:54:04,474.21,UPI Transfer,Dining & Food,Ahmedabad,Trusted Mobile App (Android),655,2,708.62,3.39,0
TXN-100778,CUST-1085,2025-02-01 08:31:46,1085.2,Online,Healthcare & Medical,Bengaluru,Desktop Web Browser,1199,3,1211.54,0.56,0
TXN-100421,CUST-1177,2025-02-01 15:30:42,1086.49,UPI Transfer,Utilities & Bills,Jaipur,Trusted Mobile App (iOS),818,2,1260.42,2.19,0
TXN-100425,CUST-1021,2025-02-01 17:20:20,1770.79,UPI Transfer,Utilities & Bills,Hyderabad,Desktop Web Browser,172,2,1092.22,12.93,0
TXN-100244,CUST-1003,2025-02-01 18:33:55,1205.95,UPI Transfer,Dining & Food,Bengaluru,Desktop Web Browser,239,3,502.67,14.89,0
TXN-100978,CUST-1153,2025-02-01 19:18:13,1580.58,UPI Transfer,Grocery & Supermarkets,Mumbai,Trusted Mobile App (Android),776,1,2645.01,12.55,0
TXN-100612,CUST-1074,2025-02-01 20:46:05,1126.98,Online,Dining & Food,Pune,Desktop Web Browser,1360,1,1175.51,2.94,0
TXN-100868,CUST-1168,2025-02-01 21:44:17,530.57,POS / In-Store,Dining & Food,Chennai,Trusted Mobile App (iOS),1613,3,955.1,16.2,0
TXN-101140,CUST-1134,2025-02-02 02:28:02,220814.96,Wire Transfer,Crypto & Digital Assets,Delhi,New Emulated Device,1380,12,491.04,148.52,1
TXN-101028,CUST-1129,2025-02-02 10:06:47,1271.85,POS / In-Store,Utilities & Bills,Jaipur,Trusted Mobile App (Android),301,3,1098.36,13.38,0
TXN-100895,CUST-1115,2025-02-02 14:11:03,1148.54,Online,Healthcare & Medical,Bengaluru,Trusted Mobile App (iOS),1248,2,553.26,15.19,0
TXN-101110,CUST-1227,2025-02-02 15:38:31,446.71,Online,Grocery & Supermarkets,Bengaluru,Trusted Mobile App (iOS),503,1,1796.66,16.68,0
TXN-101157,CUST-1162,2025-02-03 04:47:53,151802.97,Wire Transfer,Crypto & Digital Assets,Kochi,Unknown Device,266,7,285.74,709.42,1
TXN-100572,CUST-1152,2025-02-03 10:17:28,1892.49,POS / In-Store,Dining & Food,Bengaluru,Trusted Mobile App (Android),291,2,1144.16,7.77,0
TXN-100896,CUST-1098,2025-02-03 10:21:46,1144.33,Online,Utilities & Bills,Jaipur,Trusted Mobile App (iOS),133,2,1391.98,4.87,0
TXN-100275,CUST-1082,2025-02-03 18:14:35,1136.83,POS / In-Store,Utilities & Bills,Mumbai,Trusted Mobile App (Android),175,1,1700.76,14.75,0
TXN-101191,CUST-1190,2025-02-04 01:34:52,138110.42,ATM Withdrawal,Luxury Goods & Jewelry,Delhi,Unknown Device,1527,11,730.98,212.02,1
TXN-101183,CUST-1246,2025-02-04 02:25:51,269429.01,Online,Luxury Goods & Jewelry,Kochi,New Emulated Device,892,6,561.12,728.99,1
TXN-100782,CUST-1006,2025-02-04 10:01:48,1633.12,Online,Utilities & Bills,Delhi,Trusted Mobile App (iOS),506,1,814.19,2.9,0
TXN-100268,CUST-1070,2025-02-04 14:01:09,2147.52,UPI Transfer,Utilities & Bills,Ahmedabad,Desktop Web Browser,368,3,2470.91,14.12,0
TXN-101090,CUST-1113,2025-02-04 15:16:49,496.99,Online,Grocery & Supermarkets,Jaipur,Trusted Mobile App (iOS),146,1,1034.44,2.73,0
TXN-100501,CUST-1107,2025-02-04 16:39:51,677.8,POS / In-Store,Dining & Food,Ahmedabad,Trusted Mobile App (iOS),418,2,674.65,12.75,0
TXN-100349,CUST-1167,2025-02-04 17:45:02,751.91,POS / In-Store,Healthcare & Medical,Hyderabad,Trusted Mobile App (Android),702,3,628.01,6.66,0
TXN-100389,CUST-1237,2025-02-04 19:38:08,1677.85,UPI Transfer,Grocery & Supermarkets,Mumbai,Desktop Web Browser,481,1,950.4,68.32,0
TXN-100506,CUST-1207,2025-02-04 22:25:42,803.74,Online,Grocery & Supermarkets,Kochi,Trusted Mobile App (iOS),1501,2,687.72,5.58,0
TXN-100214,CUST-1030,2025-02-05 11:32:57,1914.18,UPI Transfer,Dining & Food,Bengaluru,Desktop Web Browser,1523,2,1361.23,10.94,0
TXN-100927,CUST-1127,2025-02-05 12:12:51,973.32,UPI Transfer,Grocery & Supermarkets,Kochi,Desktop Web Browser,234,2,1165.69,17.01,0
TXN-100358,CUST-1057,2025-02-05 12:26:31,281.61,Online,Utilities & Bills,Chennai,Desktop Web Browser,1590,2,741.09,7.56,0
TXN-100702,CUST-1055,2025-02-05 15:55:11,1047.29,UPI Transfer,Grocery & Supermarkets,Delhi,Trusted Mobile App (Android),920,1,1182.4,8.09,0
TXN-100745,CUST-1112,2025-02-05 17:24:41,701.74,Online,Utilities & Bills,Ahmedabad,Desktop Web Browser,1776,1,578.22,2.51,0
TXN-100070,CUST-1002,2025-02-05 19:04:40,1116.06,POS / In-Store,Dining & Food,Chennai,Trusted Mobile App (iOS),487,2,731.74,11.58,0
TXN-100743,CUST-1134,2025-02-06 07:07:55,862.0,Online,Dining & Food,Jaipur,Desktop Web Browser,1397,3,786.46,9.81,0
TXN-100538,CUST-1058,2025-02-06 07:36:56,380.24,UPI Transfer,Healthcare & Medical,Bengaluru,Desktop Web Browser,247,3,733.13,13.29,0
TXN-100906,CUST-1131,2025-02-06 10:55:54,1119.33,UPI Transfer,Dining & Food,Kolkata,Trusted Mobile App (Android),353,2,948.2,12.77,0
TXN-100046,CUST-1163,2025-02-06 11:40:45,1302.73,UPI Transfer,Grocery & Supermarkets,Delhi,Trusted Mobile App (Android),109,3,1621.54,11.48,0
TXN-100455,CUST-1099,2025-02-06 14:36:58,575.57,UPI Transfer,Grocery & Supermarkets,Jaipur,Trusted Mobile App (iOS),221,3,322.08,3.63,0
TXN-100283,CUST-1053,2025-02-06 15:42:26,631.23,POS / In-Store,Healthcare & Medical,Delhi,Desktop Web Browser,1129,1,1427.52,4.66,0
TXN-100535,CUST-1036,2025-02-06 18:53:02,1257.17,Online,Dining & Food,Chennai,Trusted Mobile App (iOS),462,1,1566.22,5.55,0
TXN-100819,CUST-1161,2025-02-06 19:27:19,2333.42,Online,Grocery & Supermarkets,Pune,Desktop Web Browser,1799,2,3689.29,4.24,0
TXN-100109,CUST-1087,2025-02-06 22:23:52,181.01,UPI Transfer,Grocery & Supermarkets,Jaipur,Trusted Mobile App (Android),419,2,270.25,34.67,0
TXN-100610,CUST-1101,2025-02-07 08:58:10,697.24,UPI Transfer,Utilities & Bills,Ahmedabad,Trusted Mobile App (Android),467,2,1302.25,7.46,0
TXN-100578,CUST-1014,2025-02-07 11:43:45,1435.54,Online,Grocery & Supermarkets,Kolkata,Trusted Mobile App (iOS),219,1,539.51,16.45,0
TXN-100759,CUST-1095,2025-02-07 14:47:09,1158.51,Online,Grocery & Supermarkets,Ahmedabad,Desktop Web Browser,894,3,1131.2,5.42,0
TXN-100867,CUST-1237,2025-02-07 19:06:43,1781.68,Online,Utilities & Bills,Jaipur,Desktop Web Browser,481,2,1739.02,13.66,0
TXN-100446,CUST-1188,2025-02-07 19:22:00,1360.32,POS / In-Store,Healthcare & Medical,Chennai,Desktop Web Browser,290,3,571.64,4.89,0
TXN-100405,CUST-1151,2025-02-08 09:58:50,270.5,POS / In-Store,Utilities & Bills,Kolkata,Desktop Web Browser,1161,2,575.43,5.48,0
TXN-100095,CUST-1210,2025-02-08 11:55:31,950.26,POS / In-Store,Grocery & Supermarkets,Mumbai,Trusted Mobile App (iOS),1624,3,722.62,11.72,0
TXN-101127,CUST-1138,2025-02-08 12:47:47,890.59,UPI Transfer,Dining & Food,Jaipur,Trusted Mobile App (iOS),587,2,1777.21,7.42,0
TXN-100781,CUST-1051,2025-02-08 14:56:52,365.46,Online,Dining & Food,Jaipur,Trusted Mobile App (Android),1163,1,528.69,3.55,0
TXN-100997,CUST-1045,2025-02-08 15:25:15,713.23,Online,Dining & Food,Bengaluru,Desktop Web Browser,1040,3,694.5,14.38,0
TXN-100628,CUST-1231,2025-02-08 18:01:53,317.08,UPI Transfer,Dining & Food,Ahmedabad,Desktop Web Browser,157,3,149.57,15.3,0
TXN-100829,CUST-1037,2025-02-09 12:37:03,945.57,POS / In-Store,Grocery & Supermarkets,Kochi,Desktop Web Browser,674,2,396.65,14.42,0
TXN-100508,CUST-1164,2025-02-09 15:50:00,282.96,Online,Grocery & Supermarkets,Ahmedabad,Trusted Mobile App (iOS),438,3,222.3,5.75,0
TXN-100397,CUST-1168,2025-02-09 17:26:13,415.31,UPI Transfer,Utilities & Bills,Chennai,Trusted Mobile App (iOS),1613,3,777.48,3.21,0
TXN-100926,CUST-1069,2025-02-09 19:09:46,809.04,Online,Healthcare & Medical,Bengaluru,Trusted Mobile App (iOS),1381,1,512.54,13.27,0
TXN-100726,CUST-1165,2025-02-09 19:59:30,175.04,UPI Transfer,Healthcare & Medical,Ahmedabad,Trusted Mobile App (Android),655,1,474.21,11.32,0
TXN-100315,CUST-1071,2025-02-10 12:36:33,767.76,Online,Dining & Food,Chennai,Desktop Web Browser,1272,3,709.14,9.07,0
TXN-100975,CUST-1090,2025-02-10 17:34:00,1001.98,UPI Transfer,Grocery & Supermarkets,Kochi,Trusted Mobile App (Android),1799,2,1055.15,72.53,0
TXN-100418,CUST-1109,2025-02-10 18:23:08,1517.74,Online,Dining & Food,Kochi,Desktop Web Browser,1140,1,509.35,5.39,0
TXN-100188,CUST-1247,2025-02-10 19:59:36,903.87,UPI Transfer,Utilities & Bills,Bengaluru,Trusted Mobile App (iOS),562,2,719.32,3.34,0
TXN-101064,CUST-1214,2025-02-10 22:32:09,935.88,Online,Grocery & Supermarkets,Delhi,Trusted Mobile App (Android),303,2,584.37,11.32,0
TXN-100949,CUST-1191,2025-02-11 08:14:32,306.96,POS / In-Store,Healthcare & Medical,Bengaluru,Trusted Mobile App (iOS),1195,2,651.92,14.89,0
TXN-100240,CUST-1068,2025-02-11 08:50:05,744.91,UPI Transfer,Healthcare & Medical,Delhi,Desktop Web Browser,1598,3,779.93,5.51,0
TXN-100302,CUST-1200,2025-02-11 14:43:49,1263.43,POS / In-Store,Grocery & Supermarkets,Chennai,Desktop Web Browser,1389,2,195.51,11.9,0
TXN-100227,CUST-1212,2025-02-11 17:53:57,629.23,UPI Transfer,Utilities & Bills,Jaipur,Trusted Mobile App (Android),132,3,670.07,10.08,0
TXN-101001,CUST-1019,2025-02-11 18:09:51,360.47,Online,Utilities & Bills,Delhi,Desktop Web Browser,630,1,1059.36,2.64,0
TXN-100864,CUST-1213,2025-02-11 19:03:30,1043.93,POS / In-Store,Dining & Food,Kolkata,Trusted Mobile App (iOS),1767,3,804.38,28.4,0
TXN-100968,CUST-1014,2025-02-11 20:17:41,504.47,UPI Transfer,Healthcare & Medical,Kolkata,Trusted Mobile App (iOS),219,1,813.88,3.58,0
TXN-101198,CUST-1005,2025-02-12 01:39:13,211617.0,Wire Transfer,Electronics & Gadgets,Chennai,Mobile Web Browser,10,11,2087.2,651.56,1
TXN-100411,CUST-1091,2025-02-12 10:35:31,824.2,Online,Healthcare & Medical,Mumbai,Desktop Web Browser,1368,3,1584.38,17.07,0
TXN-101125,CUST-1105,2025-02-12 12:34:46,1034.57,Online,Grocery & Supermarkets,Pune,Desktop Web Browser,1526,3,378.19,11.44,0
TXN-100156,CUST-1057,2025-02-12 13:12:47,741.09,UPI Transfer,Healthcare & Medical,Chennai,Desktop Web Browser,1590,3,1340.62,8.46,0
TXN-100169,CUST-1134,2025-02-12 15:03:01,812.04,Online,Healthcare & Medical,Jaipur,Trusted Mobile App (iOS),1397,3,690.92,10.85,0
TXN-100371,CUST-1048,2025-02-12 15:12:47,1110.32,Online,Healthcare & Medical,Bengaluru,Desktop Web Browser,894,3,272.9,12.24,0
TXN-100003,CUST-1243,2025-02-12 15:49:18,909.79,Online,Utilities & Bills,Jaipur,Trusted Mobile App (iOS),836,1,1043.29,11.1,0
TXN-100789,CUST-1102,2025-02-12 19:36:14,603.32,Online,Dining & Food,Pune,Trusted Mobile App (iOS),367,1,1295.27,15.24,0
TXN-101133,CUST-1024,2025-02-13 03:46:25,617.57,UPI Transfer,Grocery & Supermarkets,Hyderabad,Trusted Mobile App (Android),808,2,903.65,8.96,0
TXN-100098,CUST-1096,2025-02-13 10:53:35,565.73,Online,Utilities & Bills,Bengaluru,Trusted Mobile App (Android),977,2,514.5,6.37,0
TXN-100118,CUST-1131,2025-02-13 13:50:30,3947.7,POS / In-Store,Utilities & Bills,Kolkata,Trusted Mobile App (Android),353,2,1296.44,14.33,0
TXN-100609,CUST-1135,2025-02-13 15:12:55,1626.22,POS / In-Store,Grocery & Supermarkets,Jaipur,Trusted Mobile App (Android),1388,3,1890.0,9.92,0
TXN-100022,CUST-1140,2025-02-13 15:52:16,1079.72,POS / In-Store,Utilities & Bills,Kolkata,Trusted Mobile App (iOS),1437,2,1134.13,1.54,0
TXN-100524,CUST-1243,2025-02-13 15:58:27,1162.12,UPI Transfer,Healthcare & Medical,Jaipur,Desktop Web Browser,836,2,1293.81,3.71,0
TXN-100311,CUST-1023,2025-02-13 16:26:35,463.38,UPI Transfer,Healthcare & Medical,Chennai,Trusted Mobile App (iOS),1781,1,357.53,6.3,0
TXN-100639,CUST-1128,2025-02-14 11:01:27,785.69,POS / In-Store,Grocery & Supermarkets,Delhi,Desktop Web Browser,466,1,1164.45,1.42,0
TXN-100320,CUST-1005,2025-02-14 11:13:22,2945.64,UPI Transfer,Grocery & Supermarkets,Pune,Trusted Mobile App (iOS),91,2,1516.15,10.82,0
TXN-100796,CUST-1059,2025-02-14 13:30:11,503.37,UPI Transfer,Healthcare & Medical,Chennai,Desktop Web Browser,1069,2,606.6,10.77,0
TXN-101149,CUST-1044,2025-02-15 02:05:39,45627.63,Online,Luxury Goods & Jewelry,Bengaluru,New Emulated Device,473,6,601.99,224.63,1
TXN-100568,CUST-1149,2025-02-15 05:47:30,557.25,UPI Transfer,Grocery & Supermarkets,Delhi,Desktop Web Browser,335,1,969.58,2.98,0
TXN-100412,CUST-1052,2025-02-15 15:13:59,735.23,UPI Transfer,Dining & Food,Mumbai,Desktop Web Browser,1506,1,588.77,15.11,0
TXN-101005,CUST-1099,2025-02-15 16:01:21,378.71,UPI Transfer,Dining & Food,Jaipur,Mobile Web Browser,221,2,259.0,15.48,0
TXN-100039,CUST-1018,2025-02-15 16:14:31,680.23,POS / In-Store,Grocery & Supermarkets,Jaipur,Trusted Mobile App (iOS),805,2,668.86,8.09,0
TXN-100051,CUST-1173,2025-02-15 17:58:20,384.21,UPI Transfer,Utilities & Bills,Kochi,Trusted Mobile App (Android),108,3,923.37,11.83,0
TXN-100035,CUST-1099,2025-02-15 20:02:47,400.51,UPI Transfer,Dining & Food,Jaipur,Mobile Web Browser,221,2,432.4,8.78,0
TXN-100479,CUST-1078,2025-02-15 20:47:38,481.63,UPI Transfer,Grocery & Supermarkets,Chennai,Desktop Web Browser,1164,3,565.51,64.65,0
TXN-100238,CUST-1029,2025-02-16 09:33:20,441.6,UPI Transfer,Dining & Food,Delhi,Desktop Web Browser,1330,2,603.91,0.71,0
TXN-100566,CUST-1152,2025-02-16 09:50:16,1144.16,UPI Transfer,Grocery & Supermarkets,Bengaluru,Trusted Mobile App (Android),291,1,1102.51,5.89,0
TXN-100527,CUST-1106,2025-02-16 12:30:29,1272.82,POS / In-Store,Healthcare & Medical,Jaipur,Desktop Web Browser,1501,2,1743.9,6.46,0
TXN-100307,CUST-1196,2025-02-16 15:53:19,854.33,POS / In-Store,Utilities & Bills,Kolkata,Trusted Mobile App (Android),934,3,702.26,14.54,0
TXN-100779,CUST-1055,2025-02-16 17:51:34,1128.62,Online,Utilities & Bills,Delhi,Trusted Mobile App (Android),920,1,1047.29,4.09,0
TXN-100595,CUST-1086,2025-02-16 22:47:32,566.56,POS / In-Store,Dining & Food,Kochi,Trusted Mobile App (Android),527,2,227.94,67.91,0
TXN-100200,CUST-1201,2025-02-17 15:52:44,1001.07,POS / In-Store,Dining & Food,Kochi,Trusted Mobile App (Android),221,3,630.75,6.89,0
TXN-100197,CUST-1065,2025-02-17 22:38:34,1154.7,Online,Healthcare & Medical,Chennai,Trusted Mobile App (iOS),148,2,911.86,8.51,0
TXN-100554,CUST-1073,2025-02-18 07:39:15,1644.07,Online,Grocery & Supermarkets,Hyderabad,Desktop Web Browser,668,3,1468.26,16.92,0
TXN-101121,CUST-1084,2025-02-18 10:11:00,564.58,POS / In-Store,Healthcare & Medical,Ahmedabad,Trusted Mobile App (iOS),1134,3,570.36,6.08,0
TXN-100494,CUST-1024,2025-02-18 12:45:04,1022.11,POS / In-Store,Utilities & Bills,Hyderabad,Trusted Mobile App (iOS),808,1,2540.74,2.1,0
TXN-100817,CUST-1238,2025-02-18 14:12:07,804.7,Online,Grocery & Supermarkets,Ahmedabad,Desktop Web Browser,588,1,1153.13,7.88,0
TXN-100204,CUST-1197,2025-02-18 18:10:24,1409.49,UPI Transfer,Healthcare & Medical,Ahmedabad,Mobile Web Browser,467,1,830.09,1.28,0
TXN-100890,CUST-1200,2025-02-18 20:45:39,693.99,UPI Transfer,Utilities & Bills,Chennai,Desktop Web Browser,1389,2,866.37,8.18,0
TXN-100916,CUST-1183,2025-02-19 00:51:14,698.71,UPI Transfer,Utilities & Bills,Delhi,Desktop Web Browser,706,2,461.96,15.31,0
TXN-100556,CUST-1048,2025-02-19 09:40:48,659.55,POS / In-Store,Utilities & Bills,Bengaluru,Desktop Web Browser,894,2,1110.32,17.92,0
TXN-100746,CUST-1047,2025-02-19 11:19:13,586.65,Online,Grocery & Supermarkets,Bengaluru,Trusted Mobile App (Android),1315,2,822.63,23.24,0
TXN-100882,CUST-1141,2025-02-19 12:25:02,2176.75,POS / In-Store,Dining & Food,Chennai,Desktop Web Browser,1030,3,696.24,17.03,0
TXN-101166,CUST-1046,2025-02-20 04:16:39,275130.38,Wire Transfer,Luxury Goods & Jewelry,Bengaluru,Mobile Web Browser,1713,12,1894.86,477.62,1
TXN-101069,CUST-1108,2025-02-20 08:08:38,1167.06,POS / In-Store,Grocery & Supermarkets,Chennai,Trusted Mobile App (iOS),149,1,2517.19,14.79,0
TXN-100859,CUST-1058,2025-02-20 09:07:55,345.06,POS / In-Store,Utilities & Bills,Bengaluru,Trusted Mobile App (iOS),247,1,380.24,13.46,0
TXN-100409,CUST-1030,2025-02-20 14:43:37,1402.1,UPI Transfer,Grocery & Supermarkets,Bengaluru,Desktop Web Browser,1523,3,3129.63,14.5,0
TXN-101026,CUST-1250,2025-02-21 05:32:49,1128.57,UPI Transfer,Healthcare & Medical,Pune,Trusted Mobile App (Android),1570,3,945.9,13.8,0
TXN-100963,CUST-1116,2025-02-21 08:39:52,1512.91,POS / In-Store,Grocery & Supermarkets,Mumbai,Desktop Web Browser,1795,1,959.0,60.76,0
TXN-100410,CUST-1214,2025-02-21 09:25:54,388.4,Online,Healthcare & Medical,Delhi,Trusted Mobile App (Android),303,2,477.73,14.87,0
TXN-101022,CUST-1148,2025-02-21 10:17:49,1196.63,UPI Transfer,Healthcare & Medical,Jaipur,Trusted Mobile App (iOS),259,1,1095.07,11.35,0
TXN-100327,CUST-1076,2025-02-21 10:52:42,341.01,POS / In-Store,Utilities & Bills,Ahmedabad,Trusted Mobile App (iOS),537,2,269.05,1.19,0
TXN-100128,CUST-1032,2025-02-21 11:06:30,311.51,UPI Transfer,Dining & Food,Pune,Trusted Mobile App (Android),1340,1,613.64,17.04,0
TXN-100469,CUST-1019,2025-02-21 17:43:52,786.75,UPI Transfer,Utilities & Bills,Delhi,Desktop Web Browser,630,1,1502.66,26.19,0
TXN-100616,CUST-1040,2025-02-21 22:07:49,980.59,UPI Transfer,Dining & Food,Bengaluru,Trusted Mobile App (Android),315,1,917.02,16.12,0
TXN-100257,CUST-1116,2025-02-22 13:08:22,738.85,Online,Healthcare & Medical,Delhi,Desktop Web Browser,1795,2,496.92,10.73,0
TXN-100145,CUST-1179,2025-02-22 14:15:52,697.09,Online,Grocery & Supermarkets,Mumbai,Desktop Web Browser,923,1,532.35,16.34,0
TXN-100910,CUST-1029,2025-02-22 18:45:39,607.71,Online,Grocery & Supermarkets,Delhi,Desktop Web Browser,1330,1,482.01,6.1,0
TXN-101123,CUST-1075,2025-02-22 20:03:56,1494.72,UPI Transfer,Healthcare & Medical,Kolkata,Trusted Mobile App (Android),1089,2,2007.73,6.16,0
TXN-100696,CUST-1122,2025-02-22 20:05:16,633.11,UPI Transfer,Healthcare & Medical,Kolkata,Trusted Mobile App (Android),448,1,1184.13,14.69,0
TXN-100419,CUST-1185,2025-02-22 20:54:14,1853.54,UPI Transfer,Grocery & Supermarkets,Delhi,Trusted Mobile App (Android),645,1,2468.38,3.05,0
TXN-100831,CUST-1052,2025-02-22 22:05:47,448.4,UPI Transfer,Healthcare & Medical,Kolkata,Desktop Web Browser,1506,3,870.08,41.9,0
TXN-100196,CUST-1036,2025-02-22 22:09:11,2615.98,UPI Transfer,Grocery & Supermarkets,Chennai,Trusted Mobile App (iOS),462,2,1290.71,8.11,0
TXN-100437,CUST-1116,2025-02-22 22:12:13,519.39,Online,Grocery & Supermarkets,Delhi,Trusted Mobile App (iOS),1795,2,738.85,3.16,0
TXN-101196,CUST-1177,2025-02-23 01:38:56,227902.61,Wire Transfer,Luxury Goods & Jewelry,Pune,Mobile Web Browser,766,5,1086.49,784.11,1
TXN-101159,CUST-1025,2025-02-23 02:41:31,246604.22,Wire Transfer,Electronics & Gadgets,Mumbai,Mobile Web Browser,1256,7,842.14,362.85,1
TXN-101146,CUST-1004,2025-02-23 03:52:18,263051.68,Wire Transfer,Electronics & Gadgets,Pune,New Emulated Device,1207,11,726.47,546.66,1
TXN-100908,CUST-1010,2025-02-23 04:17:15,235.99,Online,Healthcare & Medical,Pune,Desktop Web Browser,599,2,460.74,20.97,0
TXN-101033,CUST-1107,2025-02-23 08:37:17,822.88,UPI Transfer,Healthcare & Medical,Ahmedabad,Trusted Mobile App (iOS),418,3,1089.5,6.51,0
TXN-100306,CUST-1087,2025-02-23 15:16:19,516.75,Online,Dining & Food,Ahmedabad,Trusted Mobile App (Android),419,3,181.01,17.16,0
TXN-100183,CUST-1185,2025-02-23 16:01:04,1824.17,Online,Grocery & Supermarkets,Delhi,Desktop Web Browser,645,1,1218.58,12.71,0
